area,gender,age,State,Area (sq km),Eligible participants,Participation rate (%),Total participants,Total Paticipants
Reid,Female,20-24 years,NSW,NA,4039,78.8,3183,3183
Reid,Female,25-29 years,NSW,55,4461,75,3347,3347
Reid,Female,25-29 years,NSW,NA,4461,75,3347,3347
Reid,Female,30-34 years,NSW,55,5337,71.8,3830,3830
Reid,Female,30-34 years,NSW,NA,5337,71.8,3830,3830
Reid,Female,35-39 years,NSW,55,5069,74.2,3759,3759
Reid,Female,35-39 years,NSW,NA,5069,74.2,3759,3759
Reid,Female,40-44 years,NSW,55,4857,77.4,3757,3757
Reid,Female,40-44 years,NSW,NA,4857,77.4,3757,3757
Reid,Female,45-49 years,NSW,55,4947,79.2,3920,3920
Reid,Female,45-49 years,NSW,NA,4947,79.2,3920,3920
Reid,Female,50-54 years,NSW,55,4683,80,3745,3745
Reid,Female,50-54 years,NSW,NA,4683,80,3745,3745
Reid,Female,55-59 years,NSW,55,4512,81.9,3696,3696
Reid,Female,55-59 years,NSW,NA,4512,81.9,3696,3696
Reid,Female,60-64 years,NSW,55,3916,84.9,3325,3325
Reid,Female,60-64 years,NSW,NA,3916,84.9,3325,3325
Reid,Female,65-69 years,NSW,55,3352,87.1,2920,2920
Reid,Female,65-69 years,NSW,NA,3352,87.1,2920,2920
Reid,Female,70-74 years,NSW,55,2637,88.9,2344,2344
Reid,Female,70-74 years,NSW,NA,2637,88.9,2344,2344
Reid,Female,75-79 years,NSW,55,1976,86.2,1703,1703
Reid,Female,75-79 years,NSW,NA,1976,86.2,1703,1703
Reid,Female,80-84 years,NSW,55,1566,84.1,1317,1317
Reid,Female,80-84 years,NSW,NA,1566,84.1,1317,1317
Reid,Female,85 years and over,NSW,55,1928,79.1,1525,1525
Reid,Female,85 years and over,NSW,NA,1928,79.1,1525,1525
Reid,Female,Total for Gender,NSW,55,54569,79.6,43430,43430
Reid,Female,Total for Gender,NSW,NA,54569,79.6,43430,43430
Reid,Male,18-19 years,NSW,55,1216,78.1,950,950
Reid,Male,18-19 years,NSW,NA,1216,78.1,950,950
Reid,Male,20-24 years,NSW,55,3972,70,2782,2782
Reid,Male,20-24 years,NSW,NA,3972,70,2782,2782
Reid,Male,25-29 years,NSW,55,4788,68,3256,3256
Reid,Male,25-29 years,NSW,NA,4788,68,3256,3256
Reid,Male,30-34 years,NSW,55,5546,66.4,3685,3685
Reid,Male,30-34 years,NSW,NA,5546,66.4,3685,3685
Reid,Male,35-39 years,NSW,55,5133,68.1,3497,3497
Reid,Male,35-39 years,NSW,NA,5133,68.1,3497,3497
Reid,Male,40-44 years,NSW,55,4629,72.3,3348,3348
Reid,Male,40-44 years,NSW,NA,4629,72.3,3348,3348
Reid,Male,45-49 years,NSW,55,4467,75.7,3382,3382
Reid,Male,45-49 years,NSW,NA,4467,75.7,3382,3382
Reid,Male,50-54 years,NSW,55,4257,78.1,3324,3324
Reid,Male,50-54 years,NSW,NA,4257,78.1,3324,3324
Reid,Male,55-59 years,NSW,55,4208,80.7,3394,3394
Reid,Male,55-59 years,NSW,NA,4208,80.7,3394,3394
Reid,Male,60-64 years,NSW,55,3551,81.8,2904,2904
Reid,Male,60-64 years,NSW,NA,3551,81.8,2904,2904
Reid,Male,65-69 years,NSW,55,3045,86.4,2631,2631
Reid,Male,65-69 years,NSW,NA,3045,86.4,2631,2631
Reid,Male,70-74 years,NSW,55,2377,88.2,2097,2097
Reid,Male,70-74 years,NSW,NA,2377,88.2,2097,2097
Reid,Male,75-79 years,NSW,55,1741,87.8,1528,1528
Reid,Male,75-79 years,NSW,NA,1741,87.8,1528,1528
Reid,Male,80-84 years,NSW,55,1261,85.4,1077,1077
Reid,Male,80-84 years,NSW,NA,1261,85.4,1077,1077
Reid,Male,85 years and over,NSW,55,1205,82.2,990,990
Reid,Male,85 years and over,NSW,NA,1205,82.2,990,990
Reid,Male,Total for Gender,NSW,55,51396,75.6,38845,38845
Reid,Male,Total for Gender,NSW,NA,51396,75.6,38845,38845
Richmond,Female,18-19 years,NSW,2 148,1319,80.7,1065,1065
Richmond,Female,20-24 years,NSW,2 148,3118,75.5,2354,2354
Richmond,Female,25-29 years,NSW,2 148,3157,74.2,2341,2341
Richmond,Female,30-34 years,NSW,2 148,3641,75.1,2733,2733
Richmond,Female,35-39 years,NSW,2 148,4015,76.8,3083,3083
Richmond,Female,40-44 years,NSW,2 148,4613,77,3551,3551
Richmond,Female,45-49 years,NSW,2 148,5200,80.8,4204,4204
Richmond,Female,50-54 years,NSW,2 148,5067,82.2,4163,4163
Richmond,Female,55-59 years,NSW,2 148,5928,85,5036,5036
Richmond,Female,60-64 years,NSW,2 148,5848,88.1,5155,5155
Richmond,Female,65-69 years,NSW,2 148,5301,89.6,4750,4750
Richmond,Female,70-74 years,NSW,2 148,4357,90.4,3938,3938
Richmond,Female,75-79 years,NSW,2 148,3189,89.9,2868,2868
Richmond,Female,80-84 years,NSW,2 148,2565,86.5,2219,2219
Richmond,Female,85 years and over,NSW,2 148,2915,78.7,2293,2293
Richmond,Female,Total for Gender,NSW,2 148,60233,82.6,49753,49753
Richmond,Male,18-19 years,NSW,2 148,1303,70.5,919,919
Richmond,Male,20-24 years,NSW,2 148,3184,66.7,2125,2125
Richmond,Male,25-29 years,NSW,2 148,3019,67.4,2034,2034
Richmond,Male,30-34 years,NSW,2 148,3334,67.9,2263,2263
Richmond,Male,35-39 years,NSW,2 148,3627,68,2466,2466
Richmond,Male,40-44 years,NSW,2 148,4090,69.6,2847,2847
Richmond,Male,45-49 years,NSW,2 148,4520,73.3,3315,3315
Richmond,Male,50-54 years,NSW,2 148,4560,76.1,3468,3468
Richmond,Male,55-59 years,NSW,2 148,5278,79.3,4188,4188
Richmond,Male,60-64 years,NSW,2 148,5269,83.2,4385,4385
Richmond,Male,65-69 years,NSW,2 148,5232,87.1,4558,4558
Richmond,Male,70-74 years,NSW,2 148,4114,89.5,3684,3684
Richmond,Male,75-79 years,NSW,2 148,2837,89.5,2540,2540
Richmond,Male,80-84 years,NSW,2 148,1989,88.1,1752,1752
Richmond,Male,85 years and over,NSW,2 148,1935,84.3,1631,1631
Richmond,Male,Total for Gender,NSW,2 148,54291,77.7,42175,42175
Riverina,Female,18-19 years,NSW,48 988,1620,73.1,1184,1184
Riverina,Female,20-24 years,NSW,48 988,4564,65.9,3009,3009
Riverina,Female,25-29 years,NSW,48 988,4330,68.5,2965,2965
Riverina,Female,30-34 years,NSW,48 988,4086,71.4,2919,2919
Riverina,Female,35-39 years,NSW,48 988,4013,70.4,2827,2827
Riverina,Female,40-44 years,NSW,48 988,4205,75.2,3164,3164
Riverina,Female,45-49 years,NSW,48 988,4596,78.7,3617,3617
Riverina,Female,50-54 years,NSW,48 988,4559,81,3691,3691
Riverina,Female,55-59 years,NSW,48 988,5074,84.5,4289,4289
Riverina,Female,60-64 years,NSW,48 988,4598,87.6,4027,4027
Riverina,Female,65-69 years,NSW,48 988,4443,89.2,3963,3963
Riverina,Female,70-74 years,NSW,48 988,3648,90.4,3299,3299
Riverina,Female,75-79 years,NSW,48 988,2961,90,2666,2666
Riverina,Female,80-84 years,NSW,48 988,2177,87.6,1907,1907
Riverina,Female,85 years and over,NSW,48 988,2491,78.2,1948,1948
Riverina,Female,Total for Gender,NSW,48 988,57365,79.3,45475,45475
Riverina,Male,18-19 years,NSW,48 988,1524,66.2,1009,1009
Riverina,Male,20-24 years,NSW,48 988,4569,60.5,2764,2764
Riverina,Male,25-29 years,NSW,48 988,4241,61.4,2602,2602
Riverina,Male,30-34 years,NSW,48 988,3936,63.7,2508,2508
Riverina,Male,35-39 years,NSW,48 988,3906,64.1,2502,2502
Riverina,Male,40-44 years,NSW,48 988,4026,69.3,2789,2789
Riverina,Male,45-49 years,NSW,48 988,4407,71,3128,3128
Riverina,Male,50-54 years,NSW,48 988,4561,75.9,3463,3463
Riverina,Male,55-59 years,NSW,48 988,4989,81.3,4058,4058
Riverina,Male,60-64 years,NSW,48 988,4677,85,3974,3974
Riverina,Male,65-69 years,NSW,48 988,4484,86.9,3895,3895
Riverina,Male,70-74 years,NSW,48 988,3653,90.3,3299,3299
Riverina,Male,75-79 years,NSW,48 988,2592,90.9,2355,2355
Riverina,Male,80-84 years,NSW,48 988,1714,87.9,1507,1507
Riverina,Male,85 years and over,NSW,48 988,1488,83.5,1242,1242
Riverina,Male,Total for Gender,NSW,48 988,54767,75,41095,41095
Robertson,Female,18-19 years,NSW,980,1534,82.8,1270,1270
Robertson,Female,20-24 years,NSW,980,3928,77.4,3039,3039
Robertson,Female,25-29 years,NSW,980,3653,77,2813,2813
Robertson,Female,30-34 years,NSW,980,3672,78.4,2878,2878
Robertson,Female,35-39 years,NSW,980,3909,78.4,3064,3064
Robertson,Female,40-44 years,NSW,980,4199,78,3275,3275
Robertson,Female,45-49 years,NSW,980,4713,80.8,3807,3807
Robertson,Female,50-54 years,NSW,980,4700,84.6,3977,3977
Robertson,Female,55-59 years,NSW,980,5070,86.1,4365,4365
Robertson,Female,60-64 years,NSW,980,4777,89,4253,4253
Robertson,Female,65-69 years,NSW,980,4567,90.3,4122,4122
Robertson,Female,70-74 years,NSW,980,4071,91.6,3730,3730
Robertson,Female,75-79 years,NSW,980,3007,90.6,2723,2723
Robertson,Female,80-84 years,NSW,980,2342,87.4,2048,2048
Robertson,Female,85 years and over,NSW,980,2801,81,2268,2268
Robertson,Female,Total for Gender,NSW,980,56943,83.6,47632,47632
Robertson,Male,18-19 years,NSW,980,1410,73.5,1036,1036
Robertson,Male,20-24 years,NSW,980,4162,70.8,2945,2945
Robertson,Male,25-29 years,NSW,980,3832,68.3,2617,2617
Robertson,Male,30-34 years,NSW,980,3708,70.5,2613,2613
Robertson,Male,35-39 years,NSW,980,3658,72.6,2656,2656
Robertson,Male,40-44 years,NSW,980,4047,72.1,2918,2918
Robertson,Male,45-49 years,NSW,980,4372,74.1,3241,3241
Robertson,Male,50-54 years,NSW,980,4383,79,3462,3462
Robertson,Male,55-59 years,NSW,980,4585,83,3807,3807
Robertson,Male,60-64 years,NSW,980,4306,85.7,3692,3692
Robertson,Male,65-69 years,NSW,980,4044,88.1,3561,3561
Robertson,Male,70-74 years,NSW,980,3699,90.6,3351,3351
Robertson,Male,75-79 years,NSW,980,2576,91,2344,2344
Robertson,Male,80-84 years,NSW,980,1675,89.4,1498,1498
Robertson,Male,85 years and over,NSW,980,1738,83.8,1456,1456
Robertson,Male,Total for Gender,NSW,980,52195,78.9,41197,41197
Ryan,Female,18-19 years,Qld,441,2214,87.3,1933,1933
Ryan,Female,20-24 years,Qld,441,5536,84.4,4670,4670
Ryan,Female,25-29 years,Qld,441,4180,84,3513,3513
Ryan,Female,30-34 years,Qld,441,3960,83.8,3317,3317
Ryan,Female,35-39 years,Qld,441,4366,83.6,3648,3648
Ryan,Female,40-44 years,Qld,441,4973,85.6,4256,4256
Ryan,Female,45-49 years,Qld,441,5069,85.5,4336,4336
Ryan,Female,50-54 years,Qld,441,4491,88.7,3982,3982
Ryan,Female,55-59 years,Qld,441,4205,89.6,3767,3767
Ryan,Female,60-64 years,Qld,441,3745,91.1,3411,3411
Ryan,Female,65-69 years,Qld,441,3481,91.8,3195,3195
Ryan,Female,70-74 years,Qld,441,2809,92.9,2609,2609
Ryan,Female,75-79 years,Qld,441,1793,91.2,1636,1636
Ryan,Female,80-84 years,Qld,441,1286,90,1157,1157
Ryan,Female,85 years and over,Qld,441,1677,80,1341,1341
Ryan,Female,Total for Gender,Qld,441,53785,87,46771,46771
Ryan,Male,18-19 years,Qld,441,1968,79.6,1567,1567
Ryan,Male,20-24 years,Qld,441,5936,73.4,4357,4357
Ryan,Male,25-29 years,Qld,441,4620,74.5,3442,3442
Ryan,Male,30-34 years,Qld,441,3933,76.9,3025,3025
Ryan,Male,35-39 years,Qld,441,4208,78.3,3294,3294
Ryan,Male,40-44 years,Qld,441,4531,81.1,3676,3676
Ryan,Male,45-49 years,Qld,441,4836,82.9,4011,4011
Ryan,Male,50-54 years,Qld,441,4243,83.8,3557,3557
Ryan,Male,55-59 years,Qld,441,3917,87.3,3419,3419
Ryan,Male,60-64 years,Qld,441,3374,89.2,3011,3011
Ryan,Male,65-69 years,Qld,441,3158,90.9,2871,2871
Ryan,Male,70-74 years,Qld,441,2555,91.8,2346,2346
Ryan,Male,75-79 years,Qld,441,1739,92.2,1604,1604
Ryan,Male,80-84 years,Qld,441,1006,89.4,899,899
Ryan,Male,85 years and over,Qld,441,900,87.1,784,784
Ryan,Male,Total for Gender,Qld,441,50924,82.2,41863,41863
Scullin,Female,18-19 years,Vic.,169,1643,84.8,1393,1393
Scullin,Female,20-24 years,Vic.,169,4919,80.1,3942,3942
Scullin,Female,25-29 years,Vic.,169,4879,77.6,3785,3785
Scullin,Female,30-34 years,Vic.,169,5155,75.7,3901,3901
Scullin,Female,35-39 years,Vic.,169,4984,77.5,3865,3865
Scullin,Female,40-44 years,Vic.,169,4980,79.2,3946,3946
Scullin,Female,45-49 years,Vic.,169,5350,81.8,4378,4378
Scullin,Female,50-54 years,Vic.,169,5136,82.7,4250,4250
Scullin,Female,55-59 years,Vic.,169,4950,85.9,4254,4254
Scullin,Female,60-64 years,Vic.,169,4227,87.2,3686,3686
Scullin,Female,65-69 years,Vic.,169,3711,88,3265,3265
Scullin,Female,70-74 years,Vic.,169,2796,87.1,2434,2434
Scullin,Female,75-79 years,Vic.,169,2037,85.7,1746,1746
Scullin,Female,80-84 years,Vic.,169,1402,81.6,1144,1144
Scullin,Female,85 years and over,Vic.,169,1170,75.6,884,884
Scullin,Female,Total for Gender,Vic.,169,57339,81.7,46873,46873
Scullin,Male,18-19 years,Vic.,169,1470,78.8,1159,1159
Scullin,Male,20-24 years,Vic.,169,5039,73.9,3723,3723
Scullin,Male,25-29 years,Vic.,169,4904,72.4,3551,3551
Scullin,Male,30-34 years,Vic.,169,5345,70.4,3761,3761
Scullin,Male,35-39 years,Vic.,169,5258,71.5,3762,3762
Scullin,Male,40-44 years,Vic.,169,4917,74.5,3664,3664
Scullin,Male,45-49 years,Vic.,169,4999,78.3,3912,3912
Scullin,Male,50-54 years,Vic.,169,4825,79.4,3832,3832
Scullin,Male,55-59 years,Vic.,169,4552,82.1,3735,3735
Scullin,Male,60-64 years,Vic.,169,3950,85.1,3360,3360
Scullin,Male,65-69 years,Vic.,169,3473,87.3,3032,3032
Scullin,Male,70-74 years,Vic.,169,2744,88,2416,2416
Scullin,Male,75-79 years,Vic.,169,1818,86,1564,1564
Scullin,Male,80-84 years,Vic.,169,1267,84.3,1068,1068
Scullin,Male,85 years and over,Vic.,169,872,78.8,687,687
Scullin,Male,Total for Gender,Vic.,169,55433,78,43226,43226
Shortland,Female,18-19 years,NSW,265,1561,82.4,1287,1287
Shortland,Female,20-24 years,NSW,265,4099,78.6,3223,3223
Shortland,Female,25-29 years,NSW,265,3823,77.5,2963,2963
Shortland,Female,30-34 years,NSW,265,4038,79.1,3195,3195
Shortland,Female,35-39 years,NSW,265,4027,77.9,3137,3137
Shortland,Female,40-44 years,NSW,265,4244,78.8,3344,3344
Shortland,Female,45-49 years,NSW,265,4788,82.9,3970,3970
Shortland,Female,50-54 years,NSW,265,4665,85.4,3985,3985
Shortland,Female,55-59 years,NSW,265,4988,87.6,4369,4369
Shortland,Female,60-64 years,NSW,265,4776,90.4,4318,4318
Shortland,Female,65-69 years,NSW,265,4613,90.7,4184,4184
Shortland,Female,70-74 years,NSW,265,4277,92.5,3958,3958
Shortland,Female,75-79 years,NSW,265,3094,91.2,2821,2821
Shortland,Female,80-84 years,NSW,265,2249,89.2,2006,2006
Shortland,Female,85 years and over,NSW,265,2312,83.3,1926,1926
Shortland,Female,Total for Gender,NSW,265,57554,84.6,48686,48686
Shortland,Male,18-19 years,NSW,265,1552,77.4,1201,1201
Shortland,Male,20-24 years,NSW,265,4418,73.1,3228,3228
Shortland,Male,25-29 years,NSW,265,3835,70.9,2718,2718
Shortland,Male,30-34 years,NSW,265,4031,72,2901,2901
Shortland,Male,35-39 years,NSW,265,3924,72.7,2852,2852
Shortland,Male,40-44 years,NSW,265,4121,73.2,3016,3016
Shortland,Male,45-49 years,NSW,265,4628,76.5,3541,3541
Shortland,Male,50-54 years,NSW,265,4402,78.6,3460,3460
Shortland,Male,55-59 years,NSW,265,4786,83.3,3985,3985
Shortland,Male,60-64 years,NSW,265,4426,87.6,3876,3876
Shortland,Male,65-69 years,NSW,265,4045,90.5,3662,3662
Shortland,Male,70-74 years,NSW,265,3777,90.8,3428,3428
Shortland,Male,75-79 years,NSW,265,2643,92.4,2441,2441
Shortland,Male,80-84 years,NSW,265,1830,89.9,1646,1646
Shortland,Male,85 years and over,NSW,265,1461,84.9,1240,1240
Shortland,Male,Total for Gender,NSW,265,53879,80.2,43195,43195
Solomon,Female,18-19 years,NT,191,720,68.5,493,493
Solomon,Female,20-24 years,NT,191,2775,58.8,1632,1632
Solomon,Female,25-29 years,NT,191,3647,63.6,2319,2319
Solomon,Female,30-34 years,NT,191,3810,65.7,2502,2502
Solomon,Female,35-39 years,NT,191,3519,67.9,2388,2388
Solomon,Female,40-44 years,NT,191,3186,68.4,2179,2179
Solomon,Female,45-49 years,NT,191,3210,70.5,2264,2264
Solomon,Female,50-54 years,NT,191,2906,76.1,2211,2211
Solomon,Female,55-59 years,NT,191,2679,76.3,2045,2045
Solomon,Female,60-64 years,NT,191,2168,78.1,1694,1694
Solomon,Female,65-69 years,NT,191,1652,81.7,1349,1349
Solomon,Female,70-74 years,NT,191,1056,80.8,853,853
Solomon,Female,75-79 years,NT,191,694,80.8,561,561
Solomon,Female,80-84 years,NT,191,354,78.5,278,278
Solomon,Female,85 years and over,NT,191,283,74.6,211,211
Solomon,Female,Total for Gender,NT,191,32662,70.4,22980,22980
Solomon,Male,18-19 years,NT,191,750,58.9,442,442
Solomon,Male,20-24 years,NT,191,2991,48.8,1461,1461
Solomon,Male,25-29 years,NT,191,3994,51.7,2066,2066
Solomon,Male,30-34 years,NT,191,4155,56.7,2357,2357
Solomon,Male,35-39 years,NT,191,3634,60.2,2188,2188
Solomon,Male,40-44 years,NT,191,3398,60.5,2057,2057
Solomon,Male,45-49 years,NT,191,3427,64.9,2224,2224
Solomon,Male,50-54 years,NT,191,3066,68.8,2108,2108
Solomon,Male,55-59 years,NT,191,2931,72.8,2134,2134
Solomon,Male,60-64 years,NT,191,2355,75.2,1772,1772
Solomon,Male,65-69 years,NT,191,1900,77.1,1465,1465
Solomon,Male,70-74 years,NT,191,1233,78.6,969,969
Solomon,Male,75-79 years,NT,191,762,81.4,620,620
Solomon,Male,80-84 years,NT,191,321,79.4,255,255
Solomon,Male,85 years and over,NT,191,195,77.4,151,151
Solomon,Male,Total for Gender,NT,191,35112,63.4,22269,22269
Stirling,Female,18-19 years,WA,74,1129,82.6,933,933
Stirling,Female,20-24 years,WA,74,3605,76.3,2752,2752
Stirling,Female,25-29 years,WA,74,4156,75.4,3132,3132
Stirling,Female,30-34 years,WA,74,4742,75.2,3567,3567
Stirling,Female,35-39 years,WA,74,4328,77.3,3344,3344
Stirling,Female,40-44 years,WA,74,4189,77.4,3241,3241
Stirling,Female,45-49 years,WA,74,4095,80.6,3302,3302
Stirling,Female,50-54 years,WA,74,3827,81.6,3122,3122
Stirling,Female,55-59 years,WA,74,3879,84.4,3272,3272
Stirling,Female,60-64 years,WA,74,3831,86.5,3315,3315
Stirling,Female,65-69 years,WA,74,3542,87.5,3101,3101
Stirling,Female,70-74 years,WA,74,2911,88.1,2564,2564
Stirling,Female,75-79 years,WA,74,2333,89,2077,2077
Stirling,Female,80-84 years,WA,74,1786,86.1,1538,1538
Stirling,Female,85 years and over,WA,74,1824,77.1,1407,1407
Stirling,Female,Total for Gender,WA,74,50178,81,40668,40668
Stirling,Male,18-19 years,WA,74,1035,72,745,745
Stirling,Male,20-24 years,WA,74,3485,68.6,2391,2391
Stirling,Male,25-29 years,WA,74,4085,66,2698,2698
Stirling,Male,30-34 years,WA,74,5037,66.6,3354,3354
Stirling,Male,35-39 years,WA,74,4551,68.9,3135,3135
Stirling,Male,40-44 years,WA,74,4177,72.1,3011,3011
Stirling,Male,45-49 years,WA,74,4238,73.7,3124,3124
Stirling,Male,50-54 years,WA,74,3713,77.9,2894,2894
Stirling,Male,55-59 years,WA,74,3794,80,3036,3036
Stirling,Male,60-64 years,WA,74,3347,83,2777,2777
Stirling,Male,65-69 years,WA,74,3031,85.2,2582,2582
Stirling,Male,70-74 years,WA,74,2474,88.1,2179,2179
Stirling,Male,75-79 years,WA,74,1976,88.1,1741,1741
Stirling,Male,80-84 years,WA,74,1360,89.3,1215,1215
Stirling,Male,85 years and over,WA,74,1160,82.7,959,959
Stirling,Male,Total for Gender,WA,74,47463,75.5,35841,35841
Sturt,Female,18-19 years,SA,85,1382,84.1,1162,1162
Sturt,Female,20-24 years,SA,85,3726,81.5,3037,3037
Sturt,Female,25-29 years,SA,85,3495,78.3,2738,2738
Sturt,Female,30-34 years,SA,85,3679,76.4,2810,2810
Sturt,Female,35-39 years,SA,85,3844,77.2,2969,2969
Sturt,Female,40-44 years,SA,85,4042,78.5,3174,3174
Sturt,Female,45-49 years,SA,85,4807,80.4,3865,3865
Sturt,Female,50-54 years,SA,85,4449,83.7,3726,3726
Sturt,Female,55-59 years,SA,85,4451,86.1,3834,3834
Sturt,Female,60-64 years,SA,85,4147,88.9,3685,3685
Sturt,Female,65-69 years,SA,85,4084,89.8,3667,3667
Sturt,Female,70-74 years,SA,85,3843,91.1,3502,3502
Sturt,Female,75-79 years,SA,85,2978,89.1,2653,2653
Sturt,Female,80-84 years,SA,85,2297,85.7,1969,1969
Sturt,Female,85 years and over,SA,85,3096,78.7,2436,2436
Sturt,Female,Total for Gender,SA,85,54320,83.3,45227,45227
Sturt,Male,18-19 years,SA,85,1277,77.4,988,988
Sturt,Male,20-24 years,SA,85,3870,74.2,2873,2873
Sturt,Male,25-29 years,SA,85,3707,70.7,2621,2621
Sturt,Male,30-34 years,SA,85,3651,70.1,2558,2558
Sturt,Male,35-39 years,SA,85,3702,70.5,2610,2610
Sturt,Male,40-44 years,SA,85,4016,73.8,2965,2965
Sturt,Male,45-49 years,SA,85,4472,76.9,3438,3438
Sturt,Male,50-54 years,SA,85,4279,77.9,3334,3334
Sturt,Male,55-59 years,SA,85,4081,83.1,3391,3391
Sturt,Male,60-64 years,SA,85,3537,85.9,3040,3040
Sturt,Male,65-69 years,SA,85,3297,89.7,2957,2957
Sturt,Male,70-74 years,SA,85,3129,90.7,2837,2837
Sturt,Male,75-79 years,SA,85,2394,91.1,2181,2181
Sturt,Male,80-84 years,SA,85,1765,89.4,1578,1578
Sturt,Male,85 years and over,SA,85,1793,82.9,1486,1486
Sturt,Male,Total for Gender,SA,85,48970,79.3,38857,38857
Swan,Female,18-19 years,WA,134,1267,77.9,987,987
Swan,Female,20-24 years,WA,134,4491,76,3413,3413
Swan,Female,25-29 years,WA,134,4566,75.3,3438,3438
Swan,Female,30-34 years,WA,134,4612,75.1,3465,3465
Swan,Female,35-39 years,WA,134,4068,76.6,3117,3117
Swan,Female,40-44 years,WA,134,3705,78.7,2915,2915
Swan,Female,45-49 years,WA,134,3745,81.4,3048,3048
Swan,Female,50-54 years,WA,134,3638,82.6,3005,3005
Swan,Female,55-59 years,WA,134,3740,84.4,3156,3156
Swan,Female,60-64 years,WA,134,3611,85.8,3097,3097
Swan,Female,65-69 years,WA,134,3139,87.9,2758,2758
Swan,Female,70-74 years,WA,134,2388,89.1,2128,2128
Swan,Female,75-79 years,WA,134,1905,86.9,1656,1656
Swan,Female,80-84 years,WA,134,1465,86.9,1273,1273
Swan,Female,85 years and over,WA,134,2007,77.8,1561,1561
Swan,Female,Total for Gender,WA,134,48347,80.7,39017,39017
Swan,Male,18-19 years,WA,134,1134,73.1,829,829
Swan,Male,20-24 years,WA,134,4490,68.1,3059,3059
Swan,Male,25-29 years,WA,134,5146,66.1,3402,3402
Swan,Male,30-34 years,WA,134,5356,65.8,3522,3522
Swan,Male,35-39 years,WA,134,4691,68.9,3233,3233
Swan,Male,40-44 years,WA,134,3981,70.4,2802,2802
Swan,Male,45-49 years,WA,134,4083,74.7,3048,3048
Swan,Male,50-54 years,WA,134,3659,77.4,2831,2831
Swan,Male,55-59 years,WA,134,3730,80.9,3019,3019
Swan,Male,60-64 years,WA,134,3384,82.5,2793,2793
Swan,Male,65-69 years,WA,134,2993,86.9,2602,2602
Swan,Male,70-74 years,WA,134,2173,86.8,1887,1887
Swan,Male,75-79 years,WA,134,1543,87,1342,1342
Swan,Male,80-84 years,WA,134,1064,87,926,926
Swan,Male,85 years and over,WA,134,1009,82.4,831,831
Swan,Male,Total for Gender,WA,134,48436,74.6,36126,36126
Sydney,Female,18-19 years,NSW,44,840,82.9,696,696
Sydney,Female,20-24 years,NSW,44,4172,82.5,3440,3440
Sydney,Female,25-29 years,NSW,44,7693,83.3,6405,6405
Sydney,Female,30-34 years,NSW,44,8046,80.6,6485,6485
Sydney,Female,35-39 years,NSW,44,6237,78.7,4908,4908
Sydney,Female,40-44 years,NSW,44,4532,80.1,3629,3629
Sydney,Female,45-49 years,NSW,44,3993,82.3,3285,3285
Sydney,Female,50-54 years,NSW,44,3350,83,2781,2781
Sydney,Female,55-59 years,NSW,44,3255,84.4,2746,2746
Sydney,Female,60-64 years,NSW,44,2950,84,2479,2479
Sydney,Female,65-69 years,NSW,44,2421,86.2,2086,2086
Sydney,Female,70-74 years,NSW,44,1771,86.9,1539,1539
Sydney,Female,75-79 years,NSW,44,1178,81.4,959,959
Sydney,Female,80-84 years,NSW,44,871,75.8,660,660
Sydney,Female,85 years and over,NSW,44,877,69.2,607,607
Sydney,Female,Total for Gender,NSW,44,52186,81.8,42705,42705
Sydney,Male,18-19 years,NSW,44,575,76,437,437
Sydney,Male,20-24 years,NSW,44,3532,74.3,2624,2624
Sydney,Male,25-29 years,NSW,44,8100,79.9,6472,6472
Sydney,Male,30-34 years,NSW,44,9327,77.2,7200,7200
Sydney,Male,35-39 years,NSW,44,8044,75.7,6093,6093
Sydney,Male,40-44 years,NSW,44,6165,77.6,4787,4787
Sydney,Male,45-49 years,NSW,44,5465,81.1,4430,4430
Sydney,Male,50-54 years,NSW,44,4548,82.1,3734,3734
Sydney,Male,55-59 years,NSW,44,3948,82.6,3260,3260
Sydney,Male,60-64 years,NSW,44,3205,83.3,2671,2671
