area,gender,age,State,Area (sq km),Eligible participants,Participation rate (%),Total participants,Total Paticipants
Hunter,Male,45-49 years,NSW,10 640,4995,72.6,3626,3626
Hunter,Male,50-54 years,NSW,10 640,4754,77.5,3684,3684
Hunter,Male,55-59 years,NSW,10 640,5049,81.1,4096,4096
Hunter,Male,60-64 years,NSW,10 640,4548,85.3,3880,3880
Hunter,Male,65-69 years,NSW,10 640,4337,89,3862,3862
Hunter,Male,70-74 years,NSW,10 640,3644,90.8,3307,3307
Hunter,Male,75-79 years,NSW,10 640,2297,91.3,2097,2097
Hunter,Male,80-84 years,NSW,10 640,1509,89.5,1350,1350
Hunter,Male,85 years and over,NSW,10 640,1260,83.7,1054,1054
Hunter,Male,Total for Gender,NSW,10 640,57413,76.1,43686,43686
Indi,Female,18-19 years,Vic.,28 567,1228,83.3,1023,1023
Indi,Female,20-24 years,Vic.,28 567,3473,76.5,2656,2656
Indi,Female,25-29 years,Vic.,28 567,3375,74.7,2521,2521
Indi,Female,30-34 years,Vic.,28 567,3580,77.9,2788,2788
Indi,Female,35-39 years,Vic.,28 567,3658,78.5,2873,2873
Indi,Female,40-44 years,Vic.,28 567,3984,80.8,3220,3220
Indi,Female,45-49 years,Vic.,28 567,4642,82.5,3830,3830
Indi,Female,50-54 years,Vic.,28 567,4620,85.3,3942,3942
Indi,Female,55-59 years,Vic.,28 567,5277,87.6,4625,4625
Indi,Female,60-64 years,Vic.,28 567,5161,89.4,4612,4612
Indi,Female,65-69 years,Vic.,28 567,4583,90.7,4157,4157
Indi,Female,70-74 years,Vic.,28 567,3787,90.7,3435,3435
Indi,Female,75-79 years,Vic.,28 567,2651,90.1,2388,2388
Indi,Female,80-84 years,Vic.,28 567,1823,86.7,1580,1580
Indi,Female,85 years and over,Vic.,28 567,2032,80.6,1638,1638
Indi,Female,Total for Gender,Vic.,28 567,53874,84.1,45288,45288
Indi,Male,18-19 years,Vic.,28 567,1105,77.7,859,859
Indi,Male,20-24 years,Vic.,28 567,3644,67,2443,2443
Indi,Male,25-29 years,Vic.,28 567,3422,67.9,2325,2325
Indi,Male,30-34 years,Vic.,28 567,3399,70.8,2405,2405
Indi,Male,35-39 years,Vic.,28 567,3394,73.4,2492,2492
Indi,Male,40-44 years,Vic.,28 567,3698,74.7,2764,2764
Indi,Male,45-49 years,Vic.,28 567,4309,76.4,3292,3292
Indi,Male,50-54 years,Vic.,28 567,4419,79.8,3527,3527
Indi,Male,55-59 years,Vic.,28 567,4969,84.1,4177,4177
Indi,Male,60-64 years,Vic.,28 567,5006,86.9,4349,4349
Indi,Male,65-69 years,Vic.,28 567,4715,89.3,4211,4211
Indi,Male,70-74 years,Vic.,28 567,3817,90,3436,3436
Indi,Male,75-79 years,Vic.,28 567,2538,90.1,2287,2287
Indi,Male,80-84 years,Vic.,28 567,1549,87.7,1359,1359
Indi,Male,85 years and over,Vic.,28 567,1312,84.5,1109,1109
Indi,Male,Total for Gender,Vic.,28 567,51296,80,41035,41035
Isaacs,Female,18-19 years,Vic.,166,1386,83.5,1157,1157
Isaacs,Female,20-24 years,Vic.,166,4157,80.4,3344,3344
Isaacs,Female,25-29 years,Vic.,166,4137,78.5,3248,3248
Isaacs,Female,30-34 years,Vic.,166,4777,78.1,3733,3733
Isaacs,Female,35-39 years,Vic.,166,4933,79.5,3921,3921
Isaacs,Female,40-44 years,Vic.,166,5112,81,4142,4142
Isaacs,Female,45-49 years,Vic.,166,5496,83.3,4576,4576
Isaacs,Female,50-54 years,Vic.,166,4766,84.1,4006,4006
Isaacs,Female,55-59 years,Vic.,166,4419,86.2,3810,3810
Isaacs,Female,60-64 years,Vic.,166,4063,86.8,3526,3526
Isaacs,Female,65-69 years,Vic.,166,3615,87.7,3169,3169
Isaacs,Female,70-74 years,Vic.,166,2994,88.4,2646,2646
Isaacs,Female,75-79 years,Vic.,166,2112,87,1838,1838
Isaacs,Female,80-84 years,Vic.,166,1549,83.5,1293,1293
Isaacs,Female,85 years and over,Vic.,166,1801,78.1,1406,1406
Isaacs,Female,Total for Gender,Vic.,166,55317,82.8,45815,45815
Isaacs,Male,18-19 years,Vic.,166,1280,78.3,1002,1002
Isaacs,Male,20-24 years,Vic.,166,4208,74.1,3118,3118
Isaacs,Male,25-29 years,Vic.,166,4026,71.8,2891,2891
Isaacs,Male,30-34 years,Vic.,166,4443,71.1,3161,3161
Isaacs,Male,35-39 years,Vic.,166,4641,74,3435,3435
Isaacs,Male,40-44 years,Vic.,166,4941,76,3753,3753
Isaacs,Male,45-49 years,Vic.,166,5130,78,3999,3999
Isaacs,Male,50-54 years,Vic.,166,4642,79.9,3711,3711
Isaacs,Male,55-59 years,Vic.,166,4449,82.4,3665,3665
Isaacs,Male,60-64 years,Vic.,166,3724,84.8,3158,3158
Isaacs,Male,65-69 years,Vic.,166,3277,86.5,2835,2835
Isaacs,Male,70-74 years,Vic.,166,2666,86.6,2308,2308
Isaacs,Male,75-79 years,Vic.,166,1783,86,1534,1534
Isaacs,Male,80-84 years,Vic.,166,1166,84.4,984,984
Isaacs,Male,85 years and over,Vic.,166,1066,79.5,847,847
Isaacs,Male,Total for Gender,Vic.,166,51442,78.5,40401,40401
Jagajaga,Female,18-19 years,Vic.,128,1366,88.4,1208,1208
Jagajaga,Female,20-24 years,Vic.,128,3971,86.2,3422,3422
Jagajaga,Female,25-29 years,Vic.,128,3889,84.9,3301,3301
Jagajaga,Female,30-34 years,Vic.,128,4025,83.4,3356,3356
Jagajaga,Female,35-39 years,Vic.,128,4409,85.7,3777,3777
Jagajaga,Female,40-44 years,Vic.,128,4817,85.9,4137,4137
Jagajaga,Female,45-49 years,Vic.,128,4926,86.1,4243,4243
Jagajaga,Female,50-54 years,Vic.,128,4627,87.9,4069,4069
Jagajaga,Female,55-59 years,Vic.,128,4704,89.8,4223,4223
Jagajaga,Female,60-64 years,Vic.,128,4441,90.1,4e3,4000
Jagajaga,Female,65-69 years,Vic.,128,3760,91,3423,3423
Jagajaga,Female,70-74 years,Vic.,128,3080,91.5,2819,2819
Jagajaga,Female,75-79 years,Vic.,128,2155,88.7,1911,1911
Jagajaga,Female,80-84 years,Vic.,128,1562,85.9,1342,1342
Jagajaga,Female,85 years and over,Vic.,128,1840,79.1,1455,1455
Jagajaga,Female,Total for Gender,Vic.,128,53572,87.1,46686,46686
Jagajaga,Male,18-19 years,Vic.,128,1351,84.1,1136,1136
Jagajaga,Male,20-24 years,Vic.,128,4098,79.3,3248,3248
Jagajaga,Male,25-29 years,Vic.,128,3920,77.8,3049,3049
Jagajaga,Male,30-34 years,Vic.,128,3952,78.3,3093,3093
Jagajaga,Male,35-39 years,Vic.,128,4164,78.6,3272,3272
Jagajaga,Male,40-44 years,Vic.,128,4460,80.9,3608,3608
Jagajaga,Male,45-49 years,Vic.,128,4650,81.5,3790,3790
Jagajaga,Male,50-54 years,Vic.,128,4231,83.1,3516,3516
Jagajaga,Male,55-59 years,Vic.,128,4318,86.1,3716,3716
Jagajaga,Male,60-64 years,Vic.,128,3913,88.3,3455,3455
Jagajaga,Male,65-69 years,Vic.,128,3451,90.2,3114,3114
Jagajaga,Male,70-74 years,Vic.,128,2749,90.1,2478,2478
Jagajaga,Male,75-79 years,Vic.,128,1836,90.2,1656,1656
Jagajaga,Male,80-84 years,Vic.,128,1223,88.7,1085,1085
Jagajaga,Male,85 years and over,Vic.,128,1119,82.9,928,928
Jagajaga,Male,Total for Gender,Vic.,128,49435,83.2,41144,41144
Kennedy,Female,18-19 years,Qld,568 993,949,66.9,635,635
Kennedy,Female,20-24 years,Qld,568 993,3321,57.2,1899,1899
Kennedy,Female,25-29 years,Qld,568 993,3764,57.9,2181,2181
Kennedy,Female,30-34 years,Qld,568 993,3602,61,2199,2199
Kennedy,Female,35-39 years,Qld,568 993,3799,64.4,2447,2447
Kennedy,Female,40-44 years,Qld,568 993,4025,64.9,2613,2613
Kennedy,Female,45-49 years,Qld,568 993,4624,69.6,3216,3216
Kennedy,Female,50-54 years,Qld,568 993,4586,74,3392,3392
Kennedy,Female,55-59 years,Qld,568 993,4855,77.9,3782,3782
Kennedy,Female,60-64 years,Qld,568 993,4509,82,3698,3698
Kennedy,Female,65-69 years,Qld,568 993,3889,85,3307,3307
Kennedy,Female,70-74 years,Qld,568 993,3150,85,2676,2676
Kennedy,Female,75-79 years,Qld,568 993,2291,82.8,1898,1898
Kennedy,Female,80-84 years,Qld,568 993,1489,80.9,1205,1205
Kennedy,Female,85 years and over,Qld,568 993,1436,74,1063,1063
Kennedy,Female,Total for Gender,Qld,568 993,50290,72,36211,36211
Kennedy,Male,18-19 years,Qld,568 993,833,61.7,514,514
Kennedy,Male,20-24 years,Qld,568 993,3423,51.7,1768,1768
Kennedy,Male,25-29 years,Qld,568 993,3507,52.3,1833,1833
Kennedy,Male,30-34 years,Qld,568 993,3498,54.9,1922,1922
Kennedy,Male,35-39 years,Qld,568 993,3474,58.8,2043,2043
Kennedy,Male,40-44 years,Qld,568 993,3934,58.5,2303,2303
Kennedy,Male,45-49 years,Qld,568 993,4434,66,2927,2927
Kennedy,Male,50-54 years,Qld,568 993,4617,70.2,3239,3239
Kennedy,Male,55-59 years,Qld,568 993,4974,73.9,3678,3678
Kennedy,Male,60-64 years,Qld,568 993,4694,78.7,3692,3692
Kennedy,Male,65-69 years,Qld,568 993,4326,83.1,3597,3597
Kennedy,Male,70-74 years,Qld,568 993,3514,84.6,2974,2974
Kennedy,Male,75-79 years,Qld,568 993,2405,84.5,2033,2033
Kennedy,Male,80-84 years,Qld,568 993,1491,83.8,1250,1250
Kennedy,Male,85 years and over,Qld,568 993,1116,77.9,869,869
Kennedy,Male,Total for Gender,Qld,568 993,50240,69,34642,34642
Kingsford Smith,Female,18-19 years,NSW,91,1420,85,1207,1207
Kingsford Smith,Female,20-24 years,NSW,91,4351,82.1,3571,3571
Kingsford Smith,Female,25-29 years,NSW,91,4768,79.5,3790,3790
Kingsford Smith,Female,30-34 years,NSW,91,5369,78.1,4194,4194
Kingsford Smith,Female,35-39 years,NSW,91,5553,77.8,4320,4320
Kingsford Smith,Female,40-44 years,NSW,91,5271,79,4166,4166
Kingsford Smith,Female,45-49 years,NSW,91,5220,81.7,4263,4263
Kingsford Smith,Female,50-54 years,NSW,91,4595,82.7,3802,3802
Kingsford Smith,Female,55-59 years,NSW,91,4195,84.8,3556,3556
Kingsford Smith,Female,60-64 years,NSW,91,3740,85.3,3191,3191
Kingsford Smith,Female,65-69 years,NSW,91,3356,86.3,2897,2897
Kingsford Smith,Female,70-74 years,NSW,91,3037,87.2,2647,2647
Kingsford Smith,Female,75-79 years,NSW,91,2276,86.6,1972,1972
Kingsford Smith,Female,80-84 years,NSW,91,1739,84.2,1464,1464
Kingsford Smith,Female,85 years and over,NSW,91,2179,75.8,1651,1651
Kingsford Smith,Female,Total for Gender,NSW,91,57069,81.8,46691,46691
Kingsford Smith,Male,18-19 years,NSW,91,1333,79,1053,1053
Kingsford Smith,Male,20-24 years,NSW,91,4286,73.4,3148,3148
Kingsford Smith,Male,25-29 years,NSW,91,4810,71.1,3420,3420
Kingsford Smith,Male,30-34 years,NSW,91,5119,71.4,3656,3656
Kingsford Smith,Male,35-39 years,NSW,91,5258,72.3,3800,3800
Kingsford Smith,Male,40-44 years,NSW,91,5108,74.5,3805,3805
Kingsford Smith,Male,45-49 years,NSW,91,4867,77.1,3751,3751
Kingsford Smith,Male,50-54 years,NSW,91,4358,79.5,3466,3466
Kingsford Smith,Male,55-59 years,NSW,91,4065,80.1,3255,3255
Kingsford Smith,Male,60-64 years,NSW,91,3382,82.8,2800,2800
Kingsford Smith,Male,65-69 years,NSW,91,2957,85.1,2517,2517
Kingsford Smith,Male,70-74 years,NSW,91,2538,86.8,2202,2202
Kingsford Smith,Male,75-79 years,NSW,91,1925,86.5,1666,1666
Kingsford Smith,Male,80-84 years,NSW,91,1411,86.1,1215,1215
Kingsford Smith,Male,85 years and over,NSW,91,1267,81.1,1027,1027
Kingsford Smith,Male,Total for Gender,NSW,91,52684,77.4,40781,40781
Kingston,Female,18-19 years,SA,171,1397,83,1159,1159
Kingston,Female,20-24 years,SA,171,4261,76.3,3252,3252
Kingston,Female,25-29 years,SA,171,4437,78.3,3475,3475
Kingston,Female,30-34 years,SA,171,4878,77.1,3759,3759
Kingston,Female,35-39 years,SA,171,4366,78.2,3414,3414
Kingston,Female,40-44 years,SA,171,4341,79.4,3445,3445
Kingston,Female,45-49 years,SA,171,4478,82.4,3691,3691
Kingston,Female,50-54 years,SA,171,4535,84.5,3831,3831
Kingston,Female,55-59 years,SA,171,4738,87.2,4132,4132
Kingston,Female,60-64 years,SA,171,4693,89.7,4210,4210
Kingston,Female,65-69 years,SA,171,4404,91.4,4024,4024
Kingston,Female,70-74 years,SA,171,3288,91.2,2999,2999
Kingston,Female,75-79 years,SA,171,2090,88.9,1859,1859
Kingston,Female,80-84 years,SA,171,1432,86,1231,1231
Kingston,Female,85 years and over,SA,171,1529,78.1,1194,1194
Kingston,Female,Total for Gender,SA,171,54867,83.2,45675,45675
Kingston,Male,18-19 years,SA,171,1302,76.8,1e3,1000
Kingston,Male,20-24 years,SA,171,4248,68.5,2910,2910
Kingston,Male,25-29 years,SA,171,4462,69,3077,3077
Kingston,Male,30-34 years,SA,171,4733,70.7,3348,3348
Kingston,Male,35-39 years,SA,171,4258,71.1,3028,3028
Kingston,Male,40-44 years,SA,171,4400,71.1,3127,3127
Kingston,Male,45-49 years,SA,171,4501,73.4,3302,3302
Kingston,Male,50-54 years,SA,171,4114,79.4,3265,3265
Kingston,Male,55-59 years,SA,171,4270,83.9,3584,3584
Kingston,Male,60-64 years,SA,171,4063,87.3,3545,3545
Kingston,Male,65-69 years,SA,171,3931,89.7,3526,3526
Kingston,Male,70-74 years,SA,171,3088,90.7,2800,2800
Kingston,Male,75-79 years,SA,171,1903,89.3,1699,1699
Kingston,Male,80-84 years,SA,171,1160,88.5,1027,1027
Kingston,Male,85 years and over,SA,171,1022,83.1,849,849
Kingston,Male,Total for Gender,SA,171,51455,77.9,40087,40087
Kooyong,Female,18-19 years,Vic.,52,1632,90.3,1473,1473
Kooyong,Female,20-24 years,Vic.,52,4806,87.3,4198,4198
Kooyong,Female,25-29 years,Vic.,52,4288,85.6,3671,3671
Kooyong,Female,30-34 years,Vic.,52,3498,84.4,2951,2951
Kooyong,Female,35-39 years,Vic.,52,3574,83.6,2989,2989
Kooyong,Female,40-44 years,Vic.,52,3982,84.2,3351,3351
Kooyong,Female,45-49 years,Vic.,52,4961,86.6,4298,4298
Kooyong,Female,50-54 years,Vic.,52,4716,88.8,4186,4186
Kooyong,Female,55-59 years,Vic.,52,4403,89.2,3927,3927
Kooyong,Female,60-64 years,Vic.,52,3918,90.2,3535,3535
Kooyong,Female,65-69 years,Vic.,52,3486,91,3174,3174
Kooyong,Female,70-74 years,Vic.,52,2939,91.3,2684,2684
Kooyong,Female,75-79 years,Vic.,52,2180,90.7,1977,1977
Kooyong,Female,80-84 years,Vic.,52,1660,88,1460,1460
Kooyong,Female,85 years and over,Vic.,52,2503,78.9,1974,1974
Kooyong,Female,Total for Gender,Vic.,52,52546,87.3,45848,45848
Kooyong,Male,18-19 years,Vic.,52,1471,84.8,1247,1247
Kooyong,Male,20-24 years,Vic.,52,4768,81.1,3866,3866
Kooyong,Male,25-29 years,Vic.,52,4384,79.4,3481,3481
Kooyong,Male,30-34 years,Vic.,52,3592,77.3,2778,2778
Kooyong,Male,35-39 years,Vic.,52,3345,80.6,2695,2695
Kooyong,Male,40-44 years,Vic.,52,3427,81.6,2797,2797
Kooyong,Male,45-49 years,Vic.,52,4104,84.3,3458,3458
Kooyong,Male,50-54 years,Vic.,52,4323,85.2,3685,3685
Kooyong,Male,55-59 years,Vic.,52,4015,88.4,3550,3550
Kooyong,Male,60-64 years,Vic.,52,3560,87.7,3121,3121
Kooyong,Male,65-69 years,Vic.,52,3097,90.7,2809,2809
Kooyong,Male,70-74 years,Vic.,52,2570,90.5,2325,2325
Kooyong,Male,75-79 years,Vic.,52,1773,91.5,1622,1622
Kooyong,Male,80-84 years,Vic.,52,1253,91.4,1145,1145
Kooyong,Male,85 years and over,Vic.,52,1442,84.1,1213,1213
Kooyong,Male,Total for Gender,Vic.,52,47124,84.4,39792,39792
La Trobe,Female,18-19 years,Vic.,562,1809,86.4,1563,1563
La Trobe,Female,20-24 years,Vic.,562,4941,82.3,4065,4065
La Trobe,Female,25-29 years,Vic.,562,4306,80.3,3458,3458
La Trobe,Female,30-34 years,Vic.,562,4537,80.7,3663,3663
La Trobe,Female,35-39 years,Vic.,562,4976,81,4029,4029
La Trobe,Female,40-44 years,Vic.,562,5642,83.1,4689,4689
La Trobe,Female,45-49 years,Vic.,562,6051,85,5142,5142
La Trobe,Female,50-54 years,Vic.,562,5254,86.1,4526,4526
La Trobe,Female,55-59 years,Vic.,562,4912,87.9,4319,4319
La Trobe,Female,60-64 years,Vic.,562,4012,89.7,3597,3597
La Trobe,Female,65-69 years,Vic.,562,3477,90.5,3146,3146
La Trobe,Female,70-74 years,Vic.,562,2559,89.8,2299,2299
La Trobe,Female,75-79 years,Vic.,562,1617,91.5,1480,1480
La Trobe,Female,80-84 years,Vic.,562,1080,88.2,953,953
La Trobe,Female,85 years and over,Vic.,562,1071,82.2,880,880
La Trobe,Female,Total for Gender,Vic.,562,56244,85,47809,47809
La Trobe,Male,18-19 years,Vic.,562,1763,80,1411,1411
La Trobe,Male,20-24 years,Vic.,562,5115,75.5,3863,3863
La Trobe,Male,25-29 years,Vic.,562,4391,74.2,3256,3256
La Trobe,Male,30-34 years,Vic.,562,4250,74.3,3159,3159
La Trobe,Male,35-39 years,Vic.,562,4736,75.6,3581,3581
La Trobe,Male,40-44 years,Vic.,562,5120,77.9,3987,3987
La Trobe,Male,45-49 years,Vic.,562,5600,79.3,4443,4443
La Trobe,Male,50-54 years,Vic.,562,5102,81.9,4178,4178
La Trobe,Male,55-59 years,Vic.,562,4770,84.5,4032,4032
La Trobe,Male,60-64 years,Vic.,562,3963,86.9,3442,3442
La Trobe,Male,65-69 years,Vic.,562,3248,88.4,2872,2872
La Trobe,Male,70-74 years,Vic.,562,2375,89.8,2133,2133
La Trobe,Male,75-79 years,Vic.,562,1576,90.9,1432,1432
La Trobe,Male,80-84 years,Vic.,562,888,89.9,798,798
La Trobe,Male,85 years and over,Vic.,562,749,84.8,635,635
La Trobe,Male,Total for Gender,Vic.,562,53646,80.6,43222,43222
Lalor,Female,18-19 years,Vic.,546,1814,82.2,1492,1492
Lalor,Female,20-24 years,Vic.,546,5547,76.1,4222,4222
Lalor,Female,25-29 years,Vic.,546,5890,74,4359,4359
Lalor,Female,30-34 years,Vic.,546,8178,71.7,5860,5860
Lalor,Female,35-39 years,Vic.,546,7996,72.6,5805,5805
Lalor,Female,40-44 years,Vic.,546,6632,78.3,5191,5191
Lalor,Female,45-49 years,Vic.,546,6265,81.9,5131,5131
Lalor,Female,50-54 years,Vic.,546,5388,83.5,4497,4497
Lalor,Female,55-59 years,Vic.,546,4762,83.9,3993,3993
Lalor,Female,60-64 years,Vic.,546,3803,86,3270,3270
Lalor,Female,65-69 years,Vic.,546,3197,88.3,2823,2823
Lalor,Female,70-74 years,Vic.,546,2320,87,2018,2018
Lalor,Female,75-79 years,Vic.,546,1416,86.2,1221,1221
Lalor,Female,80-84 years,Vic.,546,987,81.4,803,803
Lalor,Female,85 years and over,Vic.,546,844,74.3,627,627
Lalor,Female,Total for Gender,Vic.,546,65039,78.9,51312,51312
Lalor,Male,18-19 years,Vic.,546,1729,76.5,1322,1322
Lalor,Male,20-24 years,Vic.,546,5387,72.5,3904,3904
Lalor,Male,25-29 years,Vic.,546,5554,68.7,3815,3815
Lalor,Male,30-34 years,Vic.,546,8113,66.7,5413,5413
Lalor,Male,35-39 years,Vic.,546,8963,68.4,6129,6129
Lalor,Male,40-44 years,Vic.,546,7244,72.9,5284,5284
Lalor,Male,45-49 years,Vic.,546,6244,77,4807,4807
Lalor,Male,50-54 years,Vic.,546,5404,79,4270,4270
Lalor,Male,55-59 years,Vic.,546,4737,81.8,3876,3876
Lalor,Male,60-64 years,Vic.,546,3870,84.1,3255,3255
Lalor,Male,65-69 years,Vic.,546,3018,86.4,2609,2609
Lalor,Male,70-74 years,Vic.,546,2186,87.3,1908,1908
Lalor,Male,75-79 years,Vic.,546,1341,87.2,1169,1169
Lalor,Male,80-84 years,Vic.,546,744,85.8,638,638
Lalor,Male,85 years and over,Vic.,546,508,78.9,401,401
Lalor,Male,Total for Gender,Vic.,546,65042,75,48800,48800
Leichhardt,Female,18-19 years,Qld,148 988,1160,69.5,806,806
Leichhardt,Female,20-24 years,Qld,148 988,4231,55.1,2332,2332
Leichhardt,Female,25-29 years,Qld,148 988,4784,57,2728,2728
Leichhardt,Female,30-34 years,Qld,148 988,4944,61,3015,3015
Leichhardt,Female,35-39 years,Qld,148 988,5060,64.8,3280,3280
Leichhardt,Female,40-44 years,Qld,148 988,5391,66.4,3577,3577
Leichhardt,Female,45-49 years,Qld,148 988,5575,69.8,3892,3892
Leichhardt,Female,50-54 years,Qld,148 988,5222,73.1,3819,3819
Leichhardt,Female,55-59 years,Qld,148 988,5236,76.5,4007,4007
Leichhardt,Female,60-64 years,Qld,148 988,4469,80.2,3586,3586
Leichhardt,Female,65-69 years,Qld,148 988,3587,83.8,3005,3005
Leichhardt,Female,70-74 years,Qld,148 988,2631,82.8,2179,2179
Leichhardt,Female,75-79 years,Qld,148 988,1531,83.5,1279,1279
Leichhardt,Female,80-84 years,Qld,148 988,1015,81.9,831,831
Leichhardt,Female,85 years and over,Qld,148 988,1015,74.7,758,758
Leichhardt,Female,Total for Gender,Qld,148 988,55851,70,39094,39094
Leichhardt,Male,18-19 years,Qld,148 988,1073,60.7,651,651
Leichhardt,Male,20-24 years,Qld,148 988,4079,50.1,2044,2044
Leichhardt,Male,25-29 years,Qld,148 988,4546,49.3,2242,2242
Leichhardt,Male,30-34 years,Qld,148 988,4703,54.9,2582,2582
Leichhardt,Male,35-39 years,Qld,148 988,4721,56.8,2682,2682
Leichhardt,Male,40-44 years,Qld,148 988,5273,59.9,3161,3161
Leichhardt,Male,45-49 years,Qld,148 988,5529,62.7,3468,3468
Leichhardt,Male,50-54 years,Qld,148 988,5206,67.6,3518,3518
Leichhardt,Male,55-59 years,Qld,148 988,5107,73.2,3736,3736
Leichhardt,Male,60-64 years,Qld,148 988,4652,77.7,3613,3613
Leichhardt,Male,65-69 years,Qld,148 988,3904,81,3162,3162
Leichhardt,Male,70-74 years,Qld,148 988,2900,84.3,2445,2445
Leichhardt,Male,75-79 years,Qld,148 988,1628,82.8,1348,1348
Leichhardt,Male,80-84 years,Qld,148 988,946,84.7,801,801
Leichhardt,Male,85 years and over,Qld,148 988,646,78.3,506,506
Leichhardt,Male,Total for Gender,Qld,148 988,54913,65.5,35959,35959
Lilley,Female,18-19 years,Qld,147,1467,81.9,1202,1202
Lilley,Female,20-24 years,Qld,147,4677,78,3649,3649
Lilley,Female,25-29 years,Qld,147,4956,80,3963,3963
Lilley,Female,30-34 years,Qld,147,5127,80.5,4129,4129
Lilley,Female,35-39 years,Qld,147,4797,80.6,3866,3866
Lilley,Female,40-44 years,Qld,147,4923,83.2,4094,4094
Lilley,Female,45-49 years,Qld,147,5087,83.2,4233,4233
Lilley,Female,50-54 years,Qld,147,4435,84.9,3767,3767
Lilley,Female,55-59 years,Qld,147,4372,87.4,3823,3823
Lilley,Female,60-64 years,Qld,147,3788,88.1,3337,3337
Lilley,Female,65-69 years,Qld,147,3286,89.1,2928,2928
Lilley,Female,70-74 years,Qld,147,2887,90.9,2625,2625
Lilley,Female,75-79 years,Qld,147,2332,90.2,2103,2103
Lilley,Female,80-84 years,Qld,147,1917,87.2,1671,1671
Lilley,Female,85 years and over,Qld,147,2289,79.6,1821,1821
Lilley,Female,Total for Gender,Qld,147,56340,83.8,47211,47211
Lilley,Male,18-19 years,Qld,147,1267,75.8,960,960
Lilley,Male,20-24 years,Qld,147,4441,68.9,3061,3061
Lilley,Male,25-29 years,Qld,147,4912,70.6,3467,3467
Lilley,Male,30-34 years,Qld,147,5197,73.4,3812,3812
Lilley,Male,35-39 years,Qld,147,4908,74.6,3661,3661
Lilley,Male,40-44 years,Qld,147,4742,77.6,3679,3679
Lilley,Male,45-49 years,Qld,147,4664,79.4,3703,3703
Lilley,Male,50-54 years,Qld,147,4268,80.8,3447,3447
Lilley,Male,55-59 years,Qld,147,4060,83.3,3384,3384
Lilley,Male,60-64 years,Qld,147,3480,85.3,2970,2970
Lilley,Male,65-69 years,Qld,147,3049,88.4,2694,2694
Lilley,Male,70-74 years,Qld,147,2382,90.3,2152,2152
Lilley,Male,75-79 years,Qld,147,1817,90.3,1640,1640
Lilley,Male,80-84 years,Qld,147,1289,87.4,1127,1127
Lilley,Male,85 years and over,Qld,147,1272,81.8,1041,1041
Lilley,Male,Total for Gender,Qld,147,51748,78.8,40798,40798
Lindsay,Female,18-19 years,NSW,339,1768,77.2,1365,1365
Lindsay,Female,20-24 years,NSW,339,5571,71.9,4005,4005
Lindsay,Female,25-29 years,NSW,339,5843,71.9,4203,4203
Lindsay,Female,30-34 years,NSW,339,5938,70.7,4201,4201
Lindsay,Female,35-39 years,NSW,339,5349,73.5,3931,3931
Lindsay,Female,40-44 years,NSW,339,5170,76.4,3949,3949
Lindsay,Female,45-49 years,NSW,339,4970,78.7,3909,3909
Lindsay,Female,50-54 years,NSW,339,4445,81.4,3618,3618
Lindsay,Female,55-59 years,NSW,339,4609,85,3919,3919
Lindsay,Female,60-64 years,NSW,339,4149,87.2,3619,3619
Lindsay,Female,65-69 years,NSW,339,3602,89.3,3215,3215
Lindsay,Female,70-74 years,NSW,339,2605,90.1,2347,2347
Lindsay,Female,75-79 years,NSW,339,1752,88.6,1553,1553
Lindsay,Female,80-84 years,NSW,339,1196,84.7,1013,1013
Lindsay,Female,85 years and over,NSW,339,1173,77.1,904,904
Lindsay,Female,Total for Gender,NSW,339,58140,78.7,45751,45751
Lindsay,Male,18-19 years,NSW,339,1750,71,1242,1242
Lindsay,Male,20-24 years,NSW,339,5398,67,3618,3618
Lindsay,Male,25-29 years,NSW,339,5563,65.9,3668,3668
Lindsay,Male,30-34 years,NSW,339,5774,65.5,3780,3780
Lindsay,Male,35-39 years,NSW,339,5447,67.4,3673,3673
Lindsay,Male,40-44 years,NSW,339,5129,69.2,3548,3548
Lindsay,Male,45-49 years,NSW,339,4845,72.7,3524,3524
Lindsay,Male,50-54 years,NSW,339,4287,76.8,3291,3291
Lindsay,Male,55-59 years,NSW,339,4239,80.2,3398,3398
Lindsay,Male,60-64 years,NSW,339,3750,84.3,3160,3160
Lindsay,Male,65-69 years,NSW,339,3517,88,3096,3096
Lindsay,Male,70-74 years,NSW,339,2526,90.1,2275,2275
Lindsay,Male,75-79 years,NSW,339,1538,89.3,1374,1374
Lindsay,Male,80-84 years,NSW,339,882,88.1,777,777
Lindsay,Male,85 years and over,NSW,339,656,82,538,538
Lindsay,Male,Total for Gender,NSW,339,55301,74.1,40962,40962
Lingiari,Female,18-19 years,NT,1 348 158,586,53.9,316,316
Lingiari,Female,20-24 years,NT,1 348 158,3017,42.1,1269,1269
Lingiari,Female,25-29 years,NT,1 348 158,4035,45.3,1827,1827
Lingiari,Female,30-34 years,NT,1 348 158,4232,46.6,1970,1970
Lingiari,Female,35-39 years,NT,1 348 158,3813,48.4,1844,1844
Lingiari,Female,40-44 years,NT,1 348 158,3609,47.5,1716,1716
Lingiari,Female,45-49 years,NT,1 348 158,3773,51.3,1936,1936
Lingiari,Female,50-54 years,NT,1 348 158,3302,57.1,1884,1884
Lingiari,Female,55-59 years,NT,1 348 158,2995,60.8,1820,1820
